# fps: 10.000000
# x,y,z,qx,qy,qz,qw
0.133797,0.643682,0.99477,0.630096,-0.121497,0.142197,0.753656
0.136301,0.64019,0.991893,0.634631,-0.103863,0.115533,0.757039
0.140391,0.639572,0.987132,0.637423,-0.0865433,0.0906656,0.760251
0.147405,0.641413,0.974819,0.639766,-0.0694111,0.0640388,0.762746
0.167026,0.643527,0.965659,0.64192,-0.0521656,0.0375262,0.764074
0.157489,0.639452,0.940375,0.642374,-0.0335764,0.012472,0.765554
0.149042,0.646609,0.930238,0.643018,-0.0154012,-0.0124523,0.765595
0.137277,0.635451,0.927989,0.642583,0.00204491,-0.0380823,0.765267
0.137895,0.630677,0.919979,0.641693,0.0208204,-0.0639643,0.764006
0.139664,0.644433,0.924641,0.639438,0.0394716,-0.0893736,0.76261
0.118121,0.650901,0.916379,0.63815,0.058153,-0.115185,0.759022
0.147239,0.660371,0.91093,0.635031,0.077766,-0.142225,0.755288
0.140221,0.656246,0.902839,0.631099,0.0975741,-0.167415,0.751109
0.153232,0.674017,0.891333,0.62729,0.114723,-0.192104,0.74595
0.150709,0.649129,0.866262,0.621316,0.133217,-0.21796,0.740752
0.149862,0.63797,0.882274,0.616269,0.152819,-0.243166,0.7333
0.152616,0.640416,0.896989,0.610098,0.170142,-0.267987,0.725958
0.165012,0.64023,0.874845,0.603428,0.188512,-0.291353,0.717949
0.148043,0.634808,0.859838,0.596798,0.206828,-0.315582,0.70814
0.120881,0.626795,0.859533,0.588531,0.224974,-0.337823,0.699209
0.136265,0.634183,0.86779,0.581319,0.242213,-0.359448,0.688621
0.136052,0.638668,0.851759,0.572558,0.259547,-0.381386,0.677759
0.150056,0.632748,0.837883,0.563215,0.277336,-0.404253,0.665172
0.140707,0.64342,0.833002,0.553616,0.293852,-0.425756,0.652604
0.153353,0.64702,0.854251,0.542782,0.309956,-0.447161,0.639814
0.153195,0.645527,0.855639,0.530384,0.324732,-0.46922,0.626956
0.156836,0.647668,0.851312,0.51888,0.339683,-0.488132,0.61409
0.161016,0.635653,0.845535,0.505259,0.354502,-0.508763,0.600168
0.149171,0.638923,0.821887,0.492633,0.369086,-0.528256,0.584836
0.143612,0.631285,0.83586,0.478573,0.385608,-0.546124,0.56923
0.14664,0.63052,0.83501,0.46439,0.400763,-0.563955,0.552888
0.140526,0.640086,0.818645,0.448693,0.416302,-0.579788,0.537785
0.127193,0.650005,0.787226,0.434838,0.429318,-0.595905,0.521057
0.135585,0.637588,0.754695,0.419339,0.443119,-0.612008,0.503236
0.111811,0.626676,0.737368,0.404094,0.456932,-0.627025,0.484521
0.0921181,0.627264,0.742675,0.387736,0.469803,-0.642936,0.464306
0.0870656,0.618511,0.727453,0.370471,0.482883,-0.657007,0.444879
0.09664,0.624683,0.716931,0.354278,0.494583,-0.670414,0.424759
0.088511,0.60875,0.734713,0.337687,0.506535,-0.682376,0.404664
0.0941566,0.599717,0.728877,0.320153,0.517861,-0.693973,0.384349
0.0775139,0.599081,0.727686,0.301152,0.527847,-0.706453,0.36278
0.0745517,0.609071,0.736854,0.282003,0.538137,-0.717044,0.34166
0.0555697,0.607243,0.729872,0.263179,0.547803,-0.726804,0.320006
0.0426114,0.607625,0.725922,0.242894,0.557151,-0.73616,0.297749
0.0365494,0.613282,0.70768,0.224862,0.564729,-0.745146,0.274366
0.015698,0.59932,0.699644,0.207327,0.571961,-0.75215,0.253272
0.0028241,0.590833,0.68663,0.187261,0.579046,-0.759017,0.23137
-0.0167923,0.614794,0.67356,0.167602,0.585049,-0.765142,0.210201
-0.0344881,0.63625,0.664088,0.147533,0.590182,-0.771065,0.188089
-0.0644005,0.63654,0.667101,0.126581,0.595031,-0.776315,0.165078
-0.084702,0.644347,0.670098,0.10737,0.600117,-0.779424,0.144325
-0.0921724,0.644726,0.691544,0.0863558,0.606111,-0.781364,0.121006
-0.110799,0.644163,0.697946,0.0644884,0.609634,-0.784023,0.0974456
-0.120942,0.669794,0.70433,0.0434857,0.613682,-0.784956,0.0731275
-0.142983,0.672308,0.730847,0.0220985,0.616749,-0.785217,0.0506631
-0.162624,0.679469,0.745538,0.000413626,0.61898,-0.784869,0.0290554
-0.159307,0.682658,0.773538,-0.0215553,0.620178,-0.784141,0.00611915
-0.177996,0.691348,0.777509,0.0427212,-0.621964,0.781741,0.014721
-0.176151,0.697407,0.80781,0.0647299,-0.62189,0.779475,0.0384841
-0.184945,0.714557,0.828279,0.0853683,-0.620432,0.777183,0.0613466
-0.195969,0.707068,0.841431,0.107842,-0.619576,0.773138,0.0821813
-0.176693,0.724113,0.845872,0.128868,-0.616309,0.769664,0.105703
-0.200577,0.719534,0.865895,0.150344,-0.612147,0.765785,0.127456
-0.209179,0.713011,0.905792,0.170107,-0.609672,0.75921,0.151542
-0.20678,0.711685,0.902868,0.190698,-0.60504,0.752938,0.175057
-0.206564,0.706667,0.905962,0.213335,-0.601378,0.744304,0.197091
-0.205513,0.717124,0.916029,0.235272,-0.596528,0.73574,0.21792
-0.211916,0.702681,0.928024,0.255782,-0.592318,0.725412,0.239817
-0.216958,0.705844,0.943197,0.276844,-0.586387,0.715666,0.259479
-0.21413,0.696826,0.960377,0.295376,-0.580725,0.704845,0.280546
-0.198297,0.698553,0.976628,0.315282,-0.57377,0.693191,0.30145
-0.190589,0.68741,0.992714,0.335126,-0.56623,0.681138,0.321132
-0.19688,0.688191,1.00284,0.354691,-0.557304,0.669352,0.339961
-0.189038,0.701593,1.02931,0.374455,-0.549108,0.655882,0.357886
-0.183679,0.713151,1.02521,0.393351,-0.540044,0.641187,0.3775
-0.187935,0.724199,1.02169,0.411451,-0.529699,0.627379,0.395629
-0.188461,0.730043,1.04695,0.430075,-0.518806,0.612782,0.412764
-0.187615,0.738528,1.06999,0.448009,-0.507101,0.597155,0.430747
-0.174862,0.74623,1.09113,0.466089,-0.494936,0.581168,0.447262
-0.15958,0.745379,1.11712,0.483121,-0.483282,0.564075,0.463521
-0.144899,0.746828,1.11175,0.5,-0.469892,0.546166,0.480525
-0.157557,0.750965,1.14275,0.515385,-0.457969,0.528376,0.49544
-0.159218,0.7595,1.15562,0.531549,-0.444656,0.50976,0.509786
-0.151906,0.758893,1.16679,0.544557,-0.430193,0.491972,0.525696
-0.124065,0.757544,1.1735,0.559485,-0.415002,0.472603,0.539812
-0.105155,0.763258,1.19443,0.572884,-0.399576,0.452604,0.55434
-0.0751859,0.754574,1.19946,0.584831,-0.383863,0.432842,0.568568
-0.0608373,0.777091,1.19424,0.59716,-0.366952,0.413561,0.581131
-0.0630833,0.779116,1.19788,0.608595,-0.351505,0.39247,0.593316
-0.0715483,0.794354,1.20374,0.619797,-0.33481,0.37233,0.604255
-0.0447812,0.796844,1.20012,0.630216,-0.318317,0.350824,0.615163
-0.0206785,0.789397,1.19967,0.64113,-0.300538,0.329038,0.624791
-0.013666,0.787884,1.20757,0.65106,-0.282184,0.306956,0.634248
0.0151652,0.769694,1.21914,0.660259,-0.2644,0.283984,0.643042
0.0568151,0.754341,1.22237,0.669165,-0.246378,0.260271,0.65098
0.0577077,0.734765,1.2177,0.677752,-0.22694,0.236061,0.658351
0.0757666,0.722692,1.20117,0.685844,-0.207908,0.213726,0.663863
0.10622,0.731195,1.1745,0.692239,-0.188191,0.190472,0.670157
0.120357,0.732234,1.16115,0.697917,-0.16935,0.166236,0.675721
0.122637,0.724395,1.1442,0.702265,-0.149786,0.143252,0.681078
0.120502,0.727148,1.12609,0.706337,-0.12953,0.119218,0.685636
0.134813,0.713078,1.14781,0.710605,-0.110787,0.0962328,0.688118
0.150264,0.710291,1.13614,0.71503,-0.0899863,0.0742574,0.68929
0.161444,0.708043,1.13026,0.716959,-0.0701598,0.0512303,0.691682
0.164184,0.713422,1.13741,0.719672,-0.0496304,0.0282687,0.691961
0.179856,0.712968,1.12866,0.722145,-0.0297582,0.00504837,0.691083
0.191159,0.709128,1.12727,0.723271,-0.00927087,-0.0180599,0.690266
0.174177,0.707922,1.10683,0.723584,0.0109075,-0.0409686,0.688933
0.178414,0.717782,1.09945,0.723423,0.0304442,-0.0641105,0.686747
0.197447,0.723203,1.0947,0.722462,0.0506468,-0.0883841,0.683865
0.212188,0.723669,1.09339,0.719589,0.0696724,-0.111159,0.681896
0.209766,0.738728,1.07503,0.716523,0.0904394,-0.133262,0.678717
0.204653,0.741925,1.06295,0.71185,0.111771,-0.157442,0.675269
0.196251,0.751355,1.02386,0.707569,0.131361,-0.180195,0.670537
0.225275,0.756474,1.01074,0.702491,0.151421,-0.20351,0.664952
0.234665,0.750188,1.00207,0.697566,0.17176,-0.22477,0.658315
0.225356,0.754276,0.987264,0.690179,0.190239,-0.246089,0.653378
0.243094,0.746436,0.968283,0.683284,0.210649,-0.266921,0.646146
0.251014,0.749795,0.94805,0.675965,0.229472,-0.289269,0.63776
0.26643,0.75726,0.941029,0.666423,0.248599,-0.311168,0.63028
0.271491,0.752032,0.906233,0.655696,0.268595,-0.334379,0.621378
0.277672,0.754393,0.899912,0.645856,0.28947,-0.354639,0.61099
0.284797,0.742494,0.874785,0.635323,0.307159,-0.375039,0.601135
0.268156,0.754178,0.844873,0.623892,0.325864,-0.394959,0.590406
0.265981,0.761314,0.81398,0.611632,0.343475,-0.41537,0.579137
0.250345,0.758032,0.817339,0.59801,0.361627,-0.436031,0.566998
0.232794,0.765906,0.804775,0.584778,0.380373,-0.453592,0.554621
0.214399,0.772023,0.798266,0.569813,0.39706,-0.47281,0.542318
0.208922,0.76895,0.788752,0.554244,0.414041,-0.491563,0.528913
0.202968,0.768269,0.789366,0.540535,0.430268,-0.507578,0.514836
0.195035,0.773681,0.789088,0.525305,0.446365,-0.523509,0.500751
0.183091,0.762334,0.777451,0.510374,0.461602,-0.540068,0.484529
0.170364,0.777776,0.777013,0.494566,0.476349,-0.555858,0.468527
0.158457,0.764782,0.776245,0.477725,0.491496,-0.570136,0.452942
0.143255,0.772714,0.756347,0.459531,0.50764,-0.583431,0.436739
0.113007,0.765943,0.754122,0.44154,0.522154,-0.597,0.419511
0.0959572,0.749919,0.753688,0.424087,0.536676,-0.608754,0.40193
0.0815244,0.752983,0.733902,0.405209,0.547874,-0.622693,0.384569
0.0668128,0.732696,0.72702,0.385887,0.561052,-0.633666,0.367124
0.0276889,0.751946,0.729515,0.365086,0.573929,-0.644358,0.349458
0.0164915,0.780149,0.740689,0.345617,0.584483,-0.65478,0.331951
0.00209384,0.768116,0.739417,0.323665,0.595379,-0.665074,0.313752
-0.0202386,0.762546,0.745045,0.300392,0.605837,-0.674755,0.29569
-0.0308992,0.778697,0.732491,0.277889,0.614705,-0.684555,0.276226
-0.040122,0.783002,0.749954,0.256425,0.624346,-0.692065,0.2559
-0.0491389,0.778393,0.752567,0.234603,0.631741,-0.700047,0.236218
-0.0701755,0.784686,0.758609,0.212519,0.639833,-0.706256,0.21599
-0.10491,0.785804,0.765492,0.190738,0.647439,-0.711239,0.19642
-0.120578,0.788177,0.77154,0.166948,0.652766,-0.717649,0.176083
-0.141684,0.793325,0.785136,0.143221,0.659347,-0.721449,0.155759
-0.169067,0.788538,0.787852,0.119791,0.664819,-0.724659,0.136143
-0.170558,0.79274,0.805174,0.0963445,0.670363,-0.726494,0.116352
-0.184508,0.788817,0.801946,0.0727229,0.674579,-0.728165,0.0971097
-0.209706,0.786075,0.816378,0.0511558,0.678724,-0.728557,0.076952
-0.212913,0.78131,0.826305,0.0280067,0.680969,-0.729626,0.0560625
-0.206141,0.776289,0.830748,0.00374921,0.6826,-0.729924,0.0354184
-0.211406,0.781886,0.845106,-0.0199442,0.684793,-0.728309,0.015062
-0.229464,0.793131,0.849314,0.043207,-0.6866,0.725732,0.0052278
-0.250603,0.781749,0.859684,0.065925,-0.685997,0.724218,0.0239073
-0.254976,0.805403,0.884681,0.0895536,-0.684574,0.722086,0.0439439
-0.265164,0.813277,0.904596,0.113717,-0.684497,0.717207,0.0644015
-0.294292,0.800315,0.926545,0.137169,-0.682296,0.713203,0.083655
-0.303141,0.808813,0.93651,0.16113,-0.680086,0.707507,0.104664
-0.313811,0.822153,0.974461,0.183924,-0.677392,0.701359,0.124127
-0.339165,0.819487,0.995753,0.208101,-0.673406,0.694884,0.142671
-0.357856,0.816294,1.01195,0.23234,-0.668895,0.68746,0.161235
-0.353524,0.815922,1.02805,0.255917,-0.663788,0.679071,0.180984
-0.328994,0.818486,1.04436,0.278615,-0.65848,0.669647,0.200874
-0.329464,0.825421,1.06009,0.300206,-0.65141,0.66112,0.220141
-0.346959,0.824258,1.09295,0.322169,-0.6443,0.651985,0.236643
-0.356799,0.820631,1.12946,0.344113,-0.636475,0.641629,0.254555
-0.35894,0.813679,1.13476,0.365862,-0.629011,0.630628,0.269812
-0.36574,0.805952,1.16139,0.387309,-0.62107,0.618668,0.285505
-0.353174,0.815541,1.20363,0.409482,-0.611346,0.605751,0.302731
-0.326426,0.795508,1.24318,0.429208,-0.602061,0.592382,0.319978
-0.315815,0.785554,1.25046,0.44914,-0.591974,0.578602,0.336244
-0.310087,0.784458,1.26379,0.46994,-0.580164,0.564645,0.351769
-0.302918,0.768025,1.26903,0.488213,-0.569033,0.550082,0.367776
-0.281264,0.793609,1.28288,0.507789,-0.555315,0.536005,0.38272
-0.272247,0.780758,1.31702,0.527522,-0.542591,0.51927,0.397081
-0.252613,0.76867,1.34063,0.546323,-0.529686,0.502709,0.41018
-0.238031,0.75925,1.36149,0.564366,-0.515407,0.485951,0.423907
-0.213191,0.77132,1.36539,0.581237,-0.500026,0.46893,0.438453
-0.197918,0.76332,1.38042,0.597992,-0.484234,0.451575,0.451666
-0.178527,0.755796,1.39713,0.613169,-0.468994,0.433453,0.46496
-0.16419,0.752371,1.4115,0.628442,-0.451509,0.415593,0.477999
-0.154267,0.747418,1.41752,0.641856,-0.436112,0.396181,0.490783
-0.131088,0.767218,1.4246,0.654461,-0.419183,0.378222,0.502906
-0.104634,0.777895,1.44426,0.666797,-0.40154,0.359687,0.514561
-0.0782821,0.764678,1.45123,0.680277,-0.383871,0.3395,0.52403
-0.0528907,0.764839,1.46599,0.692189,-0.364671,0.319403,0.53467
-0.0292062,0.763276,1.46563,0.70521,-0.344412,0.299696,0.542441
-0.00127089,0.746801,1.48147,0.715959,-0.325936,0.278902,0.550801
0.033082,0.759463,1.49532,0.725703,-0.306076,0.259063,0.559071
0.0562602,0.758701,1.50066,0.734986,-0.285727,0.238988,0.566604
0.0886846,0.75344,1.49623,0.743327,-0.265525,0.218468,0.573788
0.11136,0.749899,1.49443,0.752297,-0.245767,0.196332,0.57888
0.148449,0.748374,1.49015,0.759248,-0.22299,0.175586,0.585652
0.151095,0.750535,1.49174,0.76627,-0.199937,0.156038,0.590346
0.180447,0.742303,1.49346,0.770406,-0.179318,0.133901,0.596984
0.217434,0.738235,1.48001,0.775814,-0.157701,0.110694,0.600824
0.240482,0.729574,1.47677,0.779895,-0.135878,0.0884729,0.604544
0.262316,0.726979,1.46705,0.783406,-0.113159,0.0663419,0.60751
0.27425,0.735731,1.45224,0.785406,-0.0917822,0.0449009,0.610489
0.302173,0.741468,1.44494,0.787379,-0.0706087,0.0250821,0.611899
0.319572,0.74404,1.4021,0.788889,-0.0478961,0.00209205,0.612663
0.333758,0.753934,1.37438,0.788692,-0.0252031,-0.0209094,0.613916
0.343239,0.763472,1.35987,0.786884,-0.00329103,-0.0421301,0.615652
0.343508,0.770456,1.3519,0.785825,0.0187928,-0.0644888,0.614791
0.353613,0.760319,1.33295,0.784096,0.0430049,-0.0873103,0.612961
0.356851,0.777384,1.33481,0.781467,0.0660761,-0.108311,0.61091
0.387844,0.766861,1.33016,0.778735,0.0897241,-0.129686,0.607209
0.39865,0.775402,1.29717,0.774704,0.112255,-0.150381,0.603836
0.396903,0.77587,1.27187,0.769237,0.134173,-0.17166,0.600671
0.408729,0.783691,1.26431,0.764853,0.155653,-0.19203,0.594892
0.420041,0.763046,1.24784,0.758558,0.178667,-0.214002,0.588958
0.434079,0.760173,1.23179,0.752493,0.199946,-0.233174,0.582585
0.434847,0.753201,1.20503,0.744921,0.221879,-0.252583,0.57625
0.434798,0.766143,1.17475,0.737139,0.242947,-0.271677,0.56903
0.439501,0.781633,1.13917,0.727503,0.264318,-0.291425,0.562092
0.44544,0.787685,1.11435,0.717627,0.285476,-0.309764,0.554582
0.441065,0.77937,1.09685,0.70726,0.307336,-0.327732,0.54582
0.438807,0.779228,1.08195,0.694374,0.328491,-0.34693,0.538125
0.441952,0.778811,1.06371,0.682198,0.350302,-0.363769,0.528741
0.423783,0.788157,1.02724,0.668234,0.371293,-0.381824,0.519437
0.407003,0.803752,1.01116,0.653387,0.392414,-0.398536,0.510162
0.387688,0.82475,0.988412,0.637509,0.412606,-0.416211,0.500107
0.364216,0.835007,0.966833,0.621693,0.431823,-0.433179,0.489267
0.355205,0.838606,0.947799,0.604604,0.451252,-0.450177,0.477667
0.345532,0.864188,0.931944,0.588604,0.46973,-0.465923,0.464559
0.332551,0.871263,0.904827,0.572031,0.487737,-0.480197,0.452
0.315617,0.871375,0.887816,0.555121,0.504539,-0.494714,0.438793
0.29283,0.880995,0.86778,0.536684,0.521905,-0.508962,0.424903
0.243557,0.885061,0.841917,0.516055,0.538707,-0.523107,0.412119
0.225272,0.89023,0.808384,0.495618,0.554758,-0.536792,0.39807
0.193593,0.896795,0.814986,0.475234,0.57034,-0.548883,0.384178
0.169991,0.908198,0.784828,0.455375,0.584083,-0.560961,0.36987
0.153221,0.901114,0.796505,0.435466,0.598853,-0.571237,0.354164
0.125238,0.905416,0.780214,0.413787,0.612919,-0.580922,0.340058
0.11077,0.902031,0.763352,0.391675,0.626248,-0.590757,0.32467
0.0727045,0.899709,0.760878,0.370839,0.638501,-0.599962,0.307964
0.034465,0.908947,0.751408,0.347066,0.651389,-0.608416,0.291665
0.0142931,0.889925,0.756081,0.324292,0.663362,-0.615676,0.275187
-0.0221253,0.883164,0.770709,0.302008,0.674075,-0.621979,0.259917
-0.0425684,0.882185,0.772508,0.279194,0.685317,-0.627688,0.241659
-0.0716509,0.88319,0.773924,0.255464,0.695305,-0.632843,0.225389
-0.0976638,0.89786,0.764952,0.231135,0.70582,-0.636608,0.207664
-0.117811,0.899993,0.786473,0.205358,0.715418,-0.640822,0.18802
-0.139694,0.927535,0.805524,0.18017,0.722615,-0.645143,0.170752
-0.17595,0.924898,0.804421,0.154791,0.729882,-0.64812,0.152486
-0.211939,0.908152,0.818239,0.129043,0.736377,-0.650095,0.135916
-0.22233,0.886177,0.844939,0.103006,0.741915,-0.651962,0.117886
-0.236998,0.870244,0.861678,0.0774357,0.746704,-0.653005,0.100104
-0.246994,0.874358,0.880269,0.0512967,0.75135,-0.65276,0.0821357
-0.259969,0.872389,0.889045,0.0247269,0.754548,-0.652579,0.0647064
-0.265029,0.868487,0.915294,-0.000428205,0.756241,-0.652625,0.0466839
-0.303783,0.889366,0.936532,-0.0278491,0.757222,-0.651975,0.0277166
-0.318436,0.878877,0.958064,0.0531596,-0.758225,0.649751,-0.00963892
-0.339681,0.860278,0.98368,0.0797197,-0.759054,0.646083,0.00770644
-0.350742,0.850876,0.993973,0.106911,-0.758572,0.642251,0.0255417
-0.363702,0.825847,1.01378,0.133255,-0.757619,0.637488,0.043205
-0.362913,0.810622,1.04972,0.159436,-0.754656,0.633467,0.0615997
-0.369369,0.795259,1.06479,0.184985,-0.752301,0.627322,0.0793172
-0.381191,0.795003,1.071,0.209961,-0.748366,0.621655,0.0970028
-0.374695,0.796855,1.08972,0.235515,-0.74302,0.615818,0.114986
-0.387616,0.780896,1.11423,0.259546,-0.737482,0.609577,0.131042
-0.390471,0.781713,1.13299,0.283834,-0.731518,0.601923,0.148354
-0.385293,0.769976,1.13708,0.307793,-0.725947,0.592644,0.164427
-0.389607,0.766842,1.14744,0.332989,-0.718139,0.583742,0.180667
-0.401504,0.766905,1.1687,0.356211,-0.709743,0.574495,0.19833
-0.405546,0.744028,1.19631,0.380759,-0.700714,0.563754,0.21495
-0.407004,0.738813,1.20521,0.404166,-0.690264,0.553743,0.231416
-0.412657,0.734396,1.24063,0.427264,-0.679295,0.543215,0.246821
-0.418616,0.708087,1.27411,0.450553,-0.668621,0.530814,0.26112
-0.428843,0.701094,1.28468,0.471872,-0.657162,0.518817,0.276231
-0.429057,0.700577,1.3085,0.4934,-0.644915,0.505663,0.291455
-0.425334,0.694415,1.33662,0.515178,-0.631603,0.492519,0.305115
-0.428749,0.701586,1.36911,0.536024,-0.616795,0.479545,0.319811
-0.412805,0.674596,1.41267,0.555356,-0.602249,0.466932,0.332943
-0.398536,0.658616,1.442,0.575734,-0.586363,0.453378,0.34519
-0.367478,0.658969,1.47338,0.594355,-0.571057,0.438039,0.358829
-0.343459,0.636951,1.48926,0.61188,-0.55584,0.42305,0.371044
-0.32344,0.625206,1.50915,0.630895,-0.539194,0.406265,0.382347
-0.296944,0.623076,1.51016,0.648003,-0.522207,0.390263,0.393809
-0.29462,0.598194,1.52437,0.665373,-0.504243,0.373842,0.404055
-0.276279,0.607853,1.52782,0.680193,-0.485011,0.358631,0.416515
-0.266502,0.5999,1.54673,0.694107,-0.465907,0.343468,0.427991
-0.257955,0.590764,1.56401,0.709511,-0.446047,0.325855,0.437556
-0.237194,0.60123,1.57212,0.723499,-0.426933,0.308552,0.446176
-0.214151,0.595068,1.60569,0.73798,-0.406361,0.28937,0.454446
-0.167648,0.602765,1.61417,0.751282,-0.384508,0.272,0.462324
-0.147194,0.595744,1.62264,0.763557,-0.363317,0.253498,0.469809
-0.112164,0.593411,1.62832,0.775531,-0.341785,0.233864,0.476488
-0.0878348,0.589805,1.63704,0.785473,-0.320342,0.214956,0.483949
-0.0567315,0.576366,1.6437,0.795886,-0.297796,0.196425,0.489184
-0.0398376,0.561682,1.65145,0.805903,-0.274313,0.177256,0.493814
-0.0318872,0.570817,1.64416,0.814059,-0.251914,0.158525,0.498716
-0.00782492,0.55887,1.65066,0.821296,-0.228534,0.141568,0.503193
0.0275258,0.580555,1.63833,0.827884,-0.205334,0.122448,0.507398
0.0511368,0.57467,1.62876,0.83435,-0.182454,0.102488,0.509968
0.0438744,0.574061,1.63034,0.838903,-0.159526,0.0850495,0.513381
0.0629875,0.580242,1.62018,0.843777,-0.135173,0.0651885,0.515285
0.0870553,0.57391,1.62456,0.84769,-0.11085,0.0451664,0.516811
0.0695119,0.576448,1.62797,0.850875,-0.0861025,0.0262375,0.5176
0.108509,0.564211,1.6344,0.853471,-0.0612273,0.00628296,0.517493
0.119394,0.568178,1.61436,0.854549,-0.0371653,-0.0126921,0.517885
0.149947,0.561662,1.60022,0.854554,-0.0120244,-0.0327796,0.518187
0.18993,0.568053,1.59036,0.853758,0.0130887,-0.0510146,0.517999
0.203087,0.560107,1.58654,0.852669,0.0384293,-0.0682302,0.516549
0.217141,0.556077,1.58275,0.850288,0.0633851,-0.0873533,0.515133
0.22959,0.571926,1.56951,0.84714,0.0881476,-0.106776,0.513014
0.237351,0.577002,1.5635,0.84305,0.113471,-0.125111,0.510626
0.267744,0.558292,1.5325,0.838425,0.137305,-0.143512,0.507538
0.29485,0.557657,1.51052,0.832868,0.161025,-0.162671,0.503924
0.308652,0.555511,1.48755,0.827038,0.186082,-0.181172,0.498557
0.338191,0.565812,1.48548,0.819914,0.21073,-0.197979,0.494104
0.353812,0.574524,1.47533,0.81163,0.235462,-0.215845,0.489107
0.357645,0.575741,1.47492,0.803315,0.25863,-0.232837,0.483304
0.366203,0.593509,1.45133,0.794312,0.281069,-0.248702,0.477719
0.378293,0.58788,1.44673,0.784296,0.303773,-0.26566,0.471197
0.377754,0.590094,1.42772,0.772715,0.328022,-0.283043,0.463896
0.383439,0.615419,1.40299,0.760672,0.351122,-0.300255,0.456002
0.390419,0.622613,1.38497,0.748535,0.373884,-0.316106,0.447195
0.388178,0.6363,1.3826,0.734952,0.396526,-0.33119,0.439233
0.41089,0.643328,1.36173,0.720828,0.418816,-0.347462,0.429268
0.413242,0.658707,1.33016,0.705179,0.440751,-0.360905,0.422148
0.408668,0.648722,1.3061,0.689851,0.462957,-0.375379,0.410935
0.422052,0.650885,1.2817,0.674028,0.483552,-0.388988,0.400689
0.405376,0.683771,1.26597,0.656688,0.503915,-0.40179,0.391656
0.416625,0.701926,1.22369,0.640696,0.522513,-0.414528,0.380335
0.411718,0.707277,1.19409,0.622389,0.540316,-0.429057,0.369595
0.404018,0.715623,1.17348,0.602128,0.55967,-0.442816,0.357947
0.390915,0.708641,1.16132,0.581551,0.578395,-0.455961,0.345481
0.390715,0.730109,1.13814,0.56051,0.596658,-0.466401,0.33511
0.396036,0.757244,1.11635,0.539107,0.613818,-0.477889,0.322822
0.386719,0.773452,1.08108,0.518625,0.628917,-0.488654,0.31098
0.385098,0.798731,1.07302,0.497602,0.644002,-0.498382,0.29878
0.3719,0.809463,1.04471,0.475564,0.658849,-0.50741,0.286864
0.342531,0.826382,1.03352,0.453167,0.672954,-0.51582,0.275142
0.314692,0.838626,1.02301,0.431198,0.687692,-0.521931,0.262177
0.283092,0.842343,1.00346,0.40699,0.700302,-0.530391,0.250242
0.246543,0.861681,1.00475,0.381591,0.713659,-0.537892,0.236117
0.228754,0.866404,0.996448,0.35703,0.72547,-0.544674,0.222606
0.201144,0.889227,0.985269,0.331822,0.736845,-0.55034,0.209952
0.185169,0.886084,0.971599,0.30656,0.74757,-0.555871,0.195363
0.157822,0.893162,0.966071,0.279789,0.757114,-0.56189,0.181041
0.134408,0.883978,0.964302,0.253495,0.76663,-0.566111,0.165946
0.102896,0.878098,0.942783,0.228755,0.77426,-0.57042,0.151038
0.0750304,0.886297,0.935546,0.202696,0.781189,-0.574322,0.13716
0.0388249,0.892423,0.927336,0.175605,0.788303,-0.576809,0.122608
0.0109727,0.89204,0.935064,0.149439,0.794625,-0.578335,0.108481
-0.0131919,0.889203,0.917709,0.121707,0.800154,-0.579843,0.0933971
-0.0350929,0.899796,0.927127,0.0955182,0.804053,-0.581591,0.0782785
-0.0630013,0.892895,0.92084,0.0668864,0.808329,-0.581467,0.0634482
-0.0911492,0.897951,0.918327,0.0394902,0.811178,-0.581448,0.048466
-0.111028,0.893592,0.911556,0.0113486,0.813602,-0.580267,0.0348392
-0.137498,0.88362,0.911198,-0.0158349,0.81544,-0.578289,0.019733
-0.184848,0.867113,0.934662,0.0448052,-0.816748,0.575223,-0.00580952
-0.209512,0.842119,0.940343,0.0727369,-0.816828,0.572204,0.00916849
-0.242414,0.842885,0.968121,0.100305,-0.815793,0.569063,0.0242641
-0.279758,0.827769,0.986904,0.128813,-0.814726,0.563942,0.0399707
-0.291407,0.809219,1.01226,0.156755,-0.812089,0.559486,0.0539818
-0.319492,0.815315,1.04712,0.183598,-0.809698,0.553298,0.0674009
-0.307773,0.788757,1.09277,0.210758,-0.806391,0.546351,0.0825511
-0.339939,0.76403,1.11956,0.238418,-0.801619,0.539765,0.0960083
-0.358245,0.753849,1.16268,0.265815,-0.795663,0.53325,0.109121
-0.370567,0.734249,1.1649,0.291658,-0.789112,0.52659,0.122232
-0.387929,0.723881,1.18345,0.318771,-0.781597,0.51914,0.134106
-0.397122,0.700759,1.23653,0.344486,-0.77376,0.510844,0.147183
-0.414625,0.694473,1.25558,0.370218,-0.765149,0.502135,0.159204
-0.438311,0.68018,1.29665,0.396676,-0.755337,0.492543,0.171803
-0.458644,0.659929,1.33513,0.422456,-0.744564,0.483405,0.18296
-0.453121,0.656525,1.3631,0.445381,-0.733794,0.474685,0.194566
-0.44482,0.650883,1.39304,0.46972,-0.721557,0.464216,0.207899
-0.449236,0.616792,1.42034,0.494006,-0.708784,0.453429,0.219056
-0.458205,0.590635,1.4536,0.518485,-0.695255,0.441214,0.230488
-0.447493,0.592621,1.47121,0.541574,-0.680151,0.43008,0.243154
