# fps: 10.000000
# x,y,z,qx,qy,qz,qw
-0.443127,0.5603,1.50718,0.563696,-0.665687,0.417042,0.25531
-0.435789,0.528012,1.53802,0.586584,-0.65046,0.403224,0.265011
-0.404561,0.517021,1.57155,0.607858,-0.634323,0.390269,0.275376
-0.378337,0.489115,1.60585,0.629658,-0.616243,0.376501,0.286396
-0.360772,0.487887,1.62328,0.648378,-0.598824,0.364324,0.297127
-0.359426,0.477663,1.63466,0.667196,-0.581507,0.350814,0.305989
-0.341824,0.454203,1.66388,0.685634,-0.562947,0.337854,0.314407
-0.29989,0.430905,1.68674,0.702525,-0.545003,0.322655,0.324536
-0.272625,0.417722,1.69716,0.719366,-0.52666,0.306496,0.33347
-0.240156,0.407014,1.70372,0.736538,-0.506227,0.291572,0.340929
-0.218478,0.408299,1.71638,0.751999,-0.485157,0.276032,0.35061
-0.198138,0.411356,1.74507,0.766782,-0.46386,0.260908,0.358896
-0.182949,0.400836,1.761,0.78154,-0.441844,0.244861,0.366078
-0.130634,0.392846,1.78847,0.795325,-0.420201,0.228377,0.372469
-0.106377,0.376791,1.81926,0.808691,-0.396578,0.212219,0.379088
-0.0781024,0.361516,1.81956,0.82146,-0.371496,0.196911,0.385254
-0.0473983,0.360309,1.82681,0.832761,-0.348448,0.181064,0.390268
-0.00643844,0.367104,1.81474,0.842718,-0.32498,0.163383,0.396888
0.0102088,0.362544,1.81054,0.853171,-0.299219,0.147527,0.401002
0.0390398,0.368946,1.81755,0.862244,-0.274876,0.130773,0.404817
0.0560706,0.352914,1.80865,0.87081,-0.249481,0.113984,0.407991
0.0862314,0.335701,1.81139,0.877779,-0.223016,0.0982559,0.412449
0.114686,0.323793,1.80807,0.883986,-0.197829,0.0811008,0.415758
0.132242,0.323181,1.79808,0.88992,-0.170703,0.066165,0.417762
0.156124,0.31686,1.79957,0.894946,-0.141821,0.0492766,0.420155
0.196615,0.337914,1.81207,0.898411,-0.115051,0.0318577,0.422617
0.227176,0.359476,1.80028,0.901258,-0.0885222,0.0156176,0.423856
0.263789,0.358005,1.77022,0.903409,-0.0602327,-0.000723904,0.424528
0.277699,0.349876,1.77063,0.904582,-0.033485,-0.0177529,0.424611
0.317144,0.364843,1.76599,0.90408,-0.00612502,-0.0333202,0.426017
0.347579,0.38431,1.74434,0.903056,0.0198456,-0.0488047,0.426279
0.392662,0.403784,1.73246,0.901967,0.0465642,-0.0641125,0.424472
0.406654,0.421881,1.72054,0.899276,0.0743948,-0.0810147,0.423326
0.436147,0.434829,1.68974,0.896402,0.10032,-0.0968475,0.420736
0.446646,0.450629,1.67301,0.892273,0.126329,-0.112408,0.418634
0.469966,0.45345,1.65051,0.887917,0.153926,-0.129166,0.413795
0.461301,0.455486,1.63398,0.882233,0.179523,-0.143523,0.410899
0.483899,0.459415,1.60908,0.875746,0.205228,-0.160064,0.406607
0.507966,0.481956,1.57688,0.868049,0.232081,-0.175348,0.402347
0.512601,0.498246,1.55828,0.859668,0.257314,-0.189241,0.398682
0.520887,0.512769,1.53932,0.850461,0.283948,-0.203768,0.393152
0.521592,0.535958,1.51469,0.839675,0.310444,-0.217777,0.388771
0.526805,0.552177,1.48633,0.82866,0.336211,-0.231652,0.382913
0.526864,0.56224,1.45459,0.81758,0.361487,-0.246363,0.374428
0.527726,0.591202,1.42137,0.804551,0.387096,-0.259852,0.367873
0.530899,0.59128,1.39394,0.790515,0.411677,-0.273211,0.36189
0.518501,0.617088,1.37852,0.775395,0.436042,-0.285309,0.356693
0.506479,0.638023,1.32489,0.76004,0.459382,-0.298309,0.349741
0.46418,0.645881,1.31545,0.74403,0.48322,-0.310573,0.341267
0.456222,0.666495,1.29842,0.726487,0.505372,-0.323721,0.334695
0.445716,0.670834,1.28165,0.708823,0.528372,-0.334175,0.32668
0.437318,0.69834,1.26405,0.689892,0.549787,-0.345843,0.31965
0.423563,0.714633,1.24818,0.67156,0.570125,-0.356274,0.311503
0.415919,0.735378,1.25168,0.651646,0.591116,-0.366627,0.30253
0.391155,0.740096,1.21563,0.63127,0.61167,-0.376477,0.292615
0.394195,0.752222,1.20022,0.610873,0.630974,-0.384804,0.283958
0.356669,0.771771,1.17526,0.589553,0.651046,-0.391934,0.273778
0.348288,0.782688,1.1539,0.568397,0.668842,-0.400235,0.263416
0.321905,0.802139,1.13796,0.545138,0.686251,-0.409033,0.254119
0.278254,0.815264,1.11137,0.522787,0.703331,-0.415157,0.244262
0.254699,0.832166,1.08557,0.497894,0.719985,-0.423356,0.233436
0.20103,0.840927,1.08238,0.47402,0.73556,-0.428989,0.224109
0.168034,0.851981,1.08038,0.449121,0.750093,-0.436043,0.213346
0.1559,0.859716,1.0786,0.422443,0.764513,-0.442538,0.203031
0.119537,0.858239,1.0759,0.396898,0.778025,-0.447219,0.192731
0.0855878,0.866191,1.07576,0.370901,0.790569,-0.45165,0.182884
0.0450811,0.870138,1.0815,0.344145,0.802689,-0.455782,0.171806
0.0213309,0.868179,1.09946,0.317031,0.814551,-0.458855,0.159528
0.00928826,0.864803,1.09518,0.29051,0.824403,-0.462766,0.14769
-0.0277985,0.857507,1.09812,0.263469,0.834233,-0.46526,0.134808
-0.0642383,0.85226,1.08957,0.237409,0.843015,-0.466197,0.12499
-0.0993848,0.857591,1.07896,0.208671,0.85185,-0.466806,0.113581
-0.136035,0.859843,1.08357,0.181057,0.858422,-0.469071,0.1015
-0.161137,0.856409,1.09192,0.152235,0.864487,-0.470139,0.0919582
-0.18631,0.863026,1.10132,0.122944,0.869827,-0.471009,0.0802324
-0.208516,0.842958,1.09421,0.0937761,0.874471,-0.470895,0.069023
-0.240456,0.833611,1.09809,0.0648558,0.879133,-0.468612,0.0576346
-0.251558,0.828407,1.13915,0.0350582,0.882443,-0.467034,0.0440965
-0.27349,0.827702,1.14685,0.00574421,0.88421,-0.465849,0.0335392
-0.292208,0.812004,1.1709,-0.0226169,0.885308,-0.46393,0.022083
-0.323201,0.795038,1.19747,0.0511523,-0.885771,0.461179,-0.0103509
-0.353563,0.779484,1.23935,0.0792789,-0.884694,0.459378,0.00155982
-0.376255,0.762578,1.24372,0.109314,-0.883355,0.455586,0.0132473
-0.397412,0.750748,1.26419,0.137538,-0.880474,0.453106,0.0232988
-0.421426,0.731755,1.29125,0.166168,-0.876996,0.44966,0.0327439
-0.440397,0.70833,1.3182,0.195255,-0.87284,0.445314,0.0414809
-0.445454,0.674006,1.31654,0.223856,-0.868197,0.439563,0.0539152
-0.468333,0.666094,1.33296,0.249871,-0.862486,0.435192,0.0655007
-0.480221,0.656383,1.34993,0.277728,-0.856263,0.428891,0.0757236
-0.482855,0.630515,1.37626,0.305638,-0.848532,0.423087,0.0870415
-0.491531,0.60949,1.4145,0.333147,-0.84149,0.413991,0.0975673
-0.503088,0.574525,1.43736,0.35911,-0.832956,0.407111,0.107167
-0.510515,0.557725,1.46058,0.386068,-0.823124,0.399774,0.116615
-0.523488,0.523538,1.48293,0.412411,-0.812688,0.391764,0.126396
-0.534776,0.495992,1.49498,0.439106,-0.800676,0.384123,0.136215
-0.520718,0.474624,1.52649,0.464535,-0.788308,0.375994,0.146313
-0.521109,0.451873,1.55453,0.490586,-0.775333,0.366309,0.154926
-0.515719,0.426381,1.57611,0.515831,-0.761086,0.356897,0.165199
-0.491687,0.394141,1.60696,0.539766,-0.746979,0.346516,0.174937
-0.473613,0.378689,1.62552,0.562868,-0.73231,0.335643,0.185055
-0.454316,0.359892,1.65923,0.585574,-0.716648,0.325558,0.193729
-0.443447,0.349617,1.69208,0.608267,-0.700054,0.315626,0.200789
-0.415951,0.311194,1.70474,0.630242,-0.683166,0.303624,0.209505
-0.401435,0.296366,1.71474,0.6524,-0.664481,0.292861,0.216961
-0.388638,0.260107,1.72544,0.673786,-0.645545,0.279939,0.225651
-0.36044,0.250736,1.73122,0.695394,-0.624634,0.268442,0.232806
-0.337182,0.22803,1.73335,0.715452,-0.603929,0.257246,0.239214
-0.298336,0.211216,1.75151,0.733719,-0.583863,0.245207,0.24624
-0.264353,0.194646,1.767,0.751661,-0.562453,0.232787,0.253893
-0.239534,0.191034,1.77463,0.768558,-0.540847,0.220818,0.260849
-0.203463,0.160483,1.78572,0.78624,-0.517906,0.20623,0.266587
-0.170258,0.14192,1.77832,0.801982,-0.495354,0.19392,0.271745
-0.142388,0.127319,1.7801,0.816957,-0.472705,0.181023,0.276336
-0.108422,0.121914,1.77113,0.832335,-0.446595,0.167806,0.282157
-0.0886482,0.108309,1.77416,0.846369,-0.421314,0.15449,0.286857
-0.0700755,0.099793,1.78971,0.859447,-0.395775,0.14179,0.290878
-0.0464502,0.0962441,1.80068,0.871963,-0.369816,0.128662,0.293875
0.00152225,0.0909678,1.80167,0.882948,-0.342864,0.116278,0.298874
0.0134709,0.0856496,1.79854,0.893256,-0.316268,0.104176,0.302019
0.0548524,0.0857288,1.79251,0.902936,-0.287989,0.0918125,0.305516
0.0542475,0.0863283,1.79642,0.911779,-0.26036,0.0793485,0.307531
0.0817334,0.0923861,1.8062,0.919868,-0.232689,0.0667111,0.308625
0.101611,0.0845676,1.7792,0.927221,-0.204194,0.053521,0.309358
0.133991,0.0933279,1.78274,0.932757,-0.177228,0.04009,0.311365
0.163734,0.0931299,1.78642,0.937317,-0.149473,0.0267981,0.31365
0.190318,0.102859,1.75897,0.941253,-0.122473,0.0151991,0.314343
0.200365,0.111047,1.75851,0.944139,-0.0952592,0.00367818,0.315459
0.218775,0.109652,1.75523,0.946285,-0.0670288,-0.00985452,0.316155
0.243774,0.116781,1.74456,0.94796,-0.0389664,-0.0219713,0.315233
0.272806,0.119788,1.73134,0.947809,-0.00919097,-0.03415,0.316872
0.296549,0.107084,1.71788,0.948069,0.0195032,-0.0470827,0.313956
0.325944,0.131634,1.70226,0.946462,0.0488049,-0.0596576,0.313478
0.343656,0.156439,1.69488,0.944104,0.0785576,-0.0719488,0.311962
0.380745,0.185646,1.69368,0.940076,0.108498,-0.0845873,0.311977
0.381987,0.192449,1.68151,0.936247,0.137402,-0.0947311,0.309173
0.393682,0.211051,1.66068,0.930768,0.167295,-0.105443,0.307515
0.403047,0.217939,1.64665,0.924847,0.195137,-0.118064,0.304369
0.432685,0.237604,1.62343,0.91812,0.224509,-0.128411,0.300269
0.430684,0.238692,1.60739,0.910448,0.252306,-0.138992,0.296829
0.440422,0.271603,1.59668,0.901008,0.281166,-0.14954,0.294565
0.454167,0.294852,1.59177,0.891298,0.309092,-0.159886,0.290667
0.47809,0.31126,1.56294,0.880529,0.336336,-0.170912,0.286941
0.49644,0.345155,1.56061,0.868833,0.362915,-0.181876,0.283449
0.499319,0.359929,1.53757,0.855861,0.390564,-0.192321,0.279238
0.497871,0.388943,1.53193,0.843062,0.41661,-0.202343,0.273386
0.49517,0.415772,1.51859,0.827629,0.445352,-0.210863,0.268755
0.49421,0.437386,1.48044,0.812881,0.470129,-0.220128,0.264098
0.498315,0.463328,1.45545,0.796824,0.495681,-0.228697,0.258977
0.499512,0.47911,1.44823,0.780599,0.52039,-0.236038,0.253272
0.495118,0.498382,1.45024,0.762776,0.545006,-0.244605,0.24761
0.48006,0.520277,1.42158,0.744168,0.569103,-0.253448,0.241037
0.46842,0.518376,1.41062,0.726261,0.592168,-0.259529,0.233509
0.450611,0.549426,1.39774,0.705893,0.615872,-0.265982,0.227312
0.432071,0.564949,1.38595,0.68589,0.637586,-0.271828,0.221693
0.422032,0.578376,1.37893,0.664439,0.660342,-0.277087,0.213756
0.411342,0.608444,1.36248,0.642854,0.681083,-0.282898,0.20696
0.378796,0.634457,1.35358,0.620876,0.700699,-0.288686,0.200485
0.362281,0.630384,1.33838,0.598211,0.719966,-0.29419,0.192988
0.338786,0.646582,1.32226,0.574916,0.738327,-0.299678,0.185842
0.324348,0.655459,1.3157,0.550431,0.756316,-0.303821,0.180846
0.295456,0.664479,1.31513,0.526042,0.774301,-0.305813,0.173829
0.272339,0.668643,1.2976,0.499791,0.791285,-0.309886,0.167473
0.239325,0.677085,1.28683,0.473553,0.807297,-0.312862,0.161667
0.219863,0.682369,1.28327,0.445685,0.822527,-0.317902,0.154117
0.19869,0.683432,1.27936,0.419248,0.836403,-0.321008,0.14702
0.172515,0.686749,1.27266,0.392974,0.849333,-0.323632,0.139523
0.156196,0.694105,1.25935,0.364741,0.862194,-0.326868,0.129399
0.138522,0.688509,1.25227,0.335581,0.874264,-0.328758,0.122339
0.104235,0.709969,1.2629,0.305926,0.885645,-0.32971,0.115471
0.0795226,0.70516,1.2547,0.277378,0.89598,-0.32929,0.108853
0.0669678,0.713183,1.25216,0.24782,0.904976,-0.330365,0.102289
0.0217401,0.738277,1.24512,0.216697,0.913591,-0.330861,0.0944718
-0.0302078,0.730412,1.24999,0.188198,0.921405,-0.328556,0.0874344
-0.0630071,0.732338,1.26719,0.158052,0.927869,-0.328073,0.0802881
-0.0777797,0.70638,1.27057,0.128437,0.93334,-0.327272,0.0726278
-0.123158,0.693786,1.27288,0.0980642,0.938329,-0.325031,0.0653974
-0.142836,0.684327,1.28314,0.067762,0.942092,-0.323588,0.0562375
-0.172116,0.681856,1.29535,0.0380106,0.944737,-0.321962,0.0486644
-0.214259,0.656739,1.29222,0.0074662,0.947082,-0.318096,0.0423683
-0.240133,0.629666,1.30889,-0.0235036,0.948332,-0.314458,0.0350836
-0.268672,0.616795,1.30791,0.0536265,-0.948235,0.311806,-0.0274023
-0.30473,0.617923,1.33078,0.0846414,-0.947058,0.309083,-0.0196229
-0.33087,0.603886,1.34672,0.115278,-0.944961,0.305942,-0.0125944
-0.363206,0.587654,1.35619,0.144884,-0.941727,0.303518,-0.0060444
-0.386384,0.57886,1.3821,0.175442,-0.937687,0.299937,0.000369668
-0.39455,0.558726,1.39964,0.206785,-0.933049,0.294315,0.00612868
-0.40985,0.53552,1.39419,0.235988,-0.927589,0.289359,0.01261
-0.454412,0.484875,1.40051,0.265295,-0.920839,0.285236,0.0177389
-0.47208,0.456137,1.41146,0.294084,-0.913844,0.278941,0.0244086
-0.489138,0.436663,1.43449,0.323751,-0.905213,0.273629,0.0300363
-0.501768,0.418129,1.4591,0.352499,-0.89651,0.266004,0.0354397
-0.50479,0.39492,1.48209,0.382424,-0.885937,0.259214,0.040927
-0.510833,0.353393,1.48877,0.410654,-0.875004,0.25225,0.0458362
-0.50673,0.321926,1.50626,0.437248,-0.86323,0.246751,0.0525506
-0.517798,0.309349,1.52781,0.464392,-0.850488,0.240305,0.0571342
-0.50702,0.289184,1.55189,0.492044,-0.836863,0.231261,0.0638153
-0.526038,0.274866,1.56073,0.518718,-0.822544,0.222719,0.0689161
-0.516528,0.250798,1.5885,0.545031,-0.806448,0.216821,0.0746369
-0.509992,0.224027,1.60745,0.570814,-0.789747,0.210041,0.0797132
-0.480054,0.19445,1.63727,0.597282,-0.771721,0.201553,0.0841285
-0.466244,0.180854,1.64966,0.622013,-0.753883,0.191965,0.0889395
-0.451542,0.16003,1.65881,0.64578,-0.735177,0.183889,0.0930976
-0.449994,0.133849,1.66756,0.668532,-0.715746,0.176978,0.0972157
-0.455909,0.118679,1.6766,0.689931,-0.696567,0.169637,0.100068
-0.428611,0.0915307,1.71005,0.711363,-0.676271,0.16067,0.103946
-0.419527,0.0600637,1.73567,0.732456,-0.654602,0.152713,0.108083
-0.396513,0.0322667,1.74465,0.753773,-0.631797,0.142977,0.110532
-0.371223,0.0180479,1.74455,0.77318,-0.609186,0.135224,0.113134
-0.347012,0.00480014,1.75571,0.792275,-0.585465,0.127653,0.115052
-0.335159,-0.0178026,1.77264,0.810237,-0.56184,0.118771,0.117237
-0.319605,-0.0473672,1.79089,0.827406,-0.537729,0.109775,0.119148
-0.292109,-0.0705595,1.80707,0.844634,-0.51179,0.100561,0.120629
-0.252774,-0.0950631,1.81583,0.860534,-0.485643,0.0925904,0.122715
-0.231072,-0.10911,1.82995,0.875814,-0.458835,0.0849455,0.123302
-0.209203,-0.12245,1.83533,0.890147,-0.432046,0.0764353,0.123012
-0.181295,-0.13632,1.84123,0.903946,-0.403976,0.0678045,0.122833
-0.138846,-0.156755,1.84174,0.91625,-0.376529,0.0592633,0.123284
-0.0947997,-0.171444,1.8427,0.927953,-0.347853,0.0510081,0.123689
-0.0758983,-0.170259,1.8449,0.939091,-0.317461,0.0438422,0.124119
-0.0399542,-0.190783,1.83274,0.948577,-0.289147,0.0347694,0.12404
-0.0046441,-0.187075,1.83992,0.957755,-0.258261,0.0271847,0.123559
0.00584654,-0.192498,1.85014,0.965206,-0.22964,0.0200677,0.123451
0.0397769,-0.192783,1.85225,0.971908,-0.200014,0.0124093,0.123427
0.0593556,-0.216713,1.8353,0.977727,-0.170815,0.00507521,0.121849
0.0993774,-0.210545,1.82834,0.982857,-0.139537,-0.00110278,0.120502
0.132106,-0.21966,1.81247,0.986806,-0.108416,-0.0078124,0.119994
0.163243,-0.202509,1.81373,0.989733,-0.0775144,-0.0125117,0.119428
0.187358,-0.190489,1.80494,0.991803,-0.0450022,-0.0189672,0.11808
0.214233,-0.18742,1.79011,0.992946,-0.013562,-0.0264845,0.114776
0.244083,-0.180319,1.77691,0.993075,0.017916,-0.0317955,0.111666
0.26181,-0.174423,1.76797,0.99197,0.0496646,-0.0382173,0.109856
0.280769,-0.167741,1.76715,0.990086,0.0797054,-0.0446957,0.10667
0.309388,-0.179422,1.77222,0.987399,0.109751,-0.0495057,0.102702
0.327605,-0.15734,1.76422,0.983381,0.141081,-0.0545334,0.100416
0.33138,-0.157759,1.74187,0.978883,0.169972,-0.0580635,0.0976024
0.346811,-0.15962,1.72311,0.973027,0.200841,-0.0640574,0.093685
0.366249,-0.163185,1.73184,0.966711,0.229252,-0.0683015,0.0908197
0.384473,-0.142956,1.72836,0.95874,0.261039,-0.0714879,0.0869866
0.404165,-0.109798,1.72027,0.950183,0.290488,-0.0754863,0.0840898
0.428577,-0.0747384,1.73088,0.940383,0.320455,-0.0790092,0.0821335
0.452261,-0.0424609,1.74453,0.929763,0.350545,-0.0809895,0.0780973
0.455934,-0.0108126,1.73633,0.918288,0.379881,-0.0832996,0.0741507
0.463311,0.00762847,1.73412,0.906124,0.408145,-0.0867032,0.0695733
0.494507,0.0517652,1.71791,0.893071,0.436088,-0.0898626,0.0646235
0.513229,0.0796535,1.7219,0.879248,0.463437,-0.0927958,0.0594921
0.500784,0.106064,1.70835,0.864308,0.490973,-0.0944012,0.0548204
0.49212,0.14513,1.70996,0.848016,0.519021,-0.0939211,0.0516338
0.500627,0.186494,1.70034,0.830824,0.546521,-0.0938754,0.047255
0.486373,0.206442,1.69189,0.813021,0.573306,-0.0922322,0.0425382
0.487642,0.23625,1.69555,0.794361,0.599535,-0.0907449,0.0362494
0.496472,0.26009,1.70481,0.774056,0.625983,-0.0901134,0.0293524
0.47057,0.280294,1.71208,0.754775,0.649644,-0.0879965,0.0230816
0.448581,0.287784,1.71807,0.733452,0.67436,-0.0838147,0.0161764
0.428528,0.292526,1.72098,0.711871,0.698224,-0.0752315,0.00793317
0.394853,0.276804,1.73085,0.688511,0.723169,-0.0529524,-0.0132728
